RDC Debtors Ledger Excel Report                   ,,,,,,,,,,,,
,,,,,,,,,,,,
Customer Name      :  ,"ELITE CONTRACTORS (CHENNAI) PRIVATE LTD, - VIT",,,,,,,,,,,
Customer Number  : ,138847,,,,,,,,,,,
From Period             : ,01-Apr-24,,,,,,,,,,,
To Period                  : ,31-Mar-25,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Inv/ Receipt Date,Doc Type,Plant Name,Inv / Receipt Number,Ship To Address,Transaction Type,Due Date,GST Inv Number,Document Seq Number,Item Description,Quantity,Tran Dr Amt (Rs),Tran Cr Amt (Rs)
18-Apr-24,INV,Chennai-Pudupakkam,2446405,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS185,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446425,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS583,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446432,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS237,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446436,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS186,2.43321E+12,M40,10,"63,720.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446448,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS187,2.43321E+12,M40,10,"63,720.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446453,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS584,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446459,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS188,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446471,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS189,2.43321E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446472,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS585,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446476,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS238,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446482,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS586,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446496,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS190,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446499,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS587,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446509,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS588,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446514,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS191,2.43321E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446519,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS239,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446526,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS589,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446535,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS192,2.43321E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-1 RMC Plant,2446537,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai SI,18-Apr-24,1CH24ARS544,2.4332E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446539,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS590,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-1 RMC Plant,2446548,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai SI,18-Apr-24,1CH24ARS545,2.4332E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446550,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS240,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446556,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS193,2.43321E+12,M40,10,"63,720.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446562,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS592,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446573,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS194,2.43321E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446577,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS593,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446583,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS241,2.4332E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446585,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS195,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446590,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS594,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446614,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS196,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446615,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS595,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446623,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS596,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446629,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS242,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446632,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS597,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446635,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS197,2.43321E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446656,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS598,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446672,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS599,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446673,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS198,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446678,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS243,2.4332E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446687,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS600,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446695,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS601,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446708,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS602,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446723,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS603,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446727,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS244,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446734,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS604,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446762,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS199,2.43321E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446776,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS605,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446783,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS245,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446785,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS606,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446788,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS200,2.43321E+12,M40,10,"63,720.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446794,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS607,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446812,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS201,2.43321E+12,M40,10,"63,720.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446816,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS608,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446823,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS609,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446833,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS202,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446842,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS610,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446843,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS246,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446861,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS203,2.43321E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446920,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS247,2.4332E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2446955,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS248,2.4332E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446957,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS611,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446973,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS612,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2446993,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS204,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2446996,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS613,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447014,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS614,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2447036,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS205,2.43321E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2447041,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS249,2.4332E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447043,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS615,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447062,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS616,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447068,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS617,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447079,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS618,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2447083,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS250,2.4332E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447099,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS619,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2447101,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS206,2.43321E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447120,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS620,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447125,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS621,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447145,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS622,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447164,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS623,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447179,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS624,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2447185,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS251,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2447213,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS207,2.43321E+12,M40,10,"63,720.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447235,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS625,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2447254,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS252,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447269,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS626,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2447271,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS208,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447293,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS627,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2447299,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS253,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2447314,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS209,2.43321E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2447337,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS210,2.43321E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447353,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS630,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2447373,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS211,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447375,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS631,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447396,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS632,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2447411,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS255,2.4332E+12,M40,9,"57,348.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2447470,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS256,2.4332E+12,M40,7.5,"47,790.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2447506,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS257,2.4332E+12,M40,10,"63,720.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447517,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS634,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2447524,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS213,2.43321E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447558,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS635,2.4332E+12,M40 Grade of concrete,6,"38,232.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2447588,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS259,2.4332E+12,M40,7.5,"47,790.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2447592,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS214,2.43321E+12,M40,7,"44,604.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2447649,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS260,2.4332E+12,M40,10,"63,720.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447671,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS638,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2447691,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS216,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-3 RMC Plant,2447713,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 3 SI,18-Apr-24,3CH24ARS262,2.4332E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-Pudupakkam,2447717,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai-Pudup SI,18-Apr-24,9CH24ARS217,2.43321E+12,M40,6,"38,232.00",0
18-Apr-24,INV,Chennai-2 RMC Plant,2447732,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 2 SI,18-Apr-24,2CH24ARS639,2.4332E+12,M40 Grade of concrete,7,"44,604.00",0
18-Apr-24,INV,Chennai-5 RMC Plant,2447737,"Academic Block - VIT Chennai,,VIT University,,CHENNAI,Tamil Nadu,IN,600127",Chennai 5 BP2SI,18-Apr-24,5CH24BP2-165,2.4332E+12,M40,10,"63,720.00",0
